등록일시,총사망자,총확진자,기준일,기준시간,수정일시,누적의심자,누적확진율,일일사망자,일일확진자
2020-10-01 00:00:00.000,415,23888,20201001,00:00,2021-10-07 10:30:51.51,2328435.0,1.034826629,2.0,77.0
2020-10-02 00:00:00.000,416,23951,20201002,00:00,2021-10-07 10:30:51.51,2333777.0,1.035145057,1.0,63.0
2020-10-03 00:00:00.000,420,24026,20201003,00:00,2021-10-07 10:30:51.51,2339859.0,1.036241273,4.0,75.0
2020-10-04 00:00:00.000,421,24090,20201004,00:00,2021-10-07 10:30:51.51,2346345.0,1.03647274,1.0,64.0
2020-10-05 00:00:00.000,422,24163,20201005,00:00,2021-10-07 10:30:51.51,2352378.0,1.037069338,1.0,73.0
2020-10-06 00:00:00.000,422,24238,20201006,00:00,2021-10-07 10:30:51.51,2365433.0,1.034619942,0.0,75.0
2020-10-07 00:00:00.000,425,24352,20201007,00:00,2021-10-07 10:30:51.51,2378073.0,1.033644816,3.0,114.0
2020-10-08 00:00:00.000,427,24421,20201008,00:00,2021-10-07 10:30:51.51,2388844.0,1.031350592,2.0,69.0
2020-10-09 00:00:00.000,428,24475,20201009,00:00,2021-10-07 10:30:51.51,2400233.0,1.028562735,1.0,54.0
2020-10-10 00:00:00.000,430,24547,20201010,00:00,2021-10-07 10:30:51.51,2404684.0,1.028921466,2.0,72.0
2020-10-11 00:00:00.000,432,24605,20201011,00:00,2021-10-07 10:30:51.51,2410483.0,1.028989871,2.0,58.0
2020-10-12 00:00:00.000,433,24703,20201012,00:00,2021-10-07 10:30:51.51,2415610.0,1.030830181,1.0,98.0
2020-10-13 00:00:00.000,434,24794,20201013,00:00,2021-10-07 10:30:51.51,2428760.0,1.029379284,1.0,91.0
2020-10-14 00:00:00.000,438,24878,20201014,00:00,2021-10-07 10:30:51.51,2441443.0,1.02672379,4.0,84.0
2020-10-15 00:00:00.000,439,24988,20201015,00:00,2021-10-07 10:30:51.51,2450739.0,1.027265623,1.0,110.0
2020-10-16 00:00:00.000,441,25035,20201016,00:00,2021-10-07 10:30:51.51,2459426.0,1.025154469,2.0,47.0
2020-10-17 00:00:00.000,443,25108,20201017,00:00,2021-10-07 10:30:51.51,2468527.0,1.02431086,2.0,73.0
2020-10-18 00:00:00.000,444,25199,20201018,00:00,2021-10-07 10:30:51.51,2474529.0,1.025705526,1.0,91.0
2020-10-19 00:00:00.000,444,25275,20201019,00:00,2021-10-07 10:30:51.51,2479226.0,1.026411361,0.0,76.0
2020-10-20 00:00:00.000,447,25333,20201020,00:00,2021-10-07 10:30:51.51,2491311.0,1.024825926,3.0,58.0
2020-10-21 00:00:00.000,450,25422,20201021,00:00,2021-10-07 10:30:51.51,2503489.0,1.0234316,3.0,89.0
2020-10-22 00:00:00.000,453,25543,20201022,00:00,2021-10-07 10:30:51.51,2515325.0,1.02355749,3.0,121.0
2020-10-23 00:00:00.000,455,25698,20201023,00:00,2021-10-07 10:30:51.51,2528621.0,1.024563121,2.0,155.0
2020-10-24 00:00:00.000,457,25775,20201024,00:00,2021-10-07 10:30:51.51,2540679.0,1.023308405,2.0,77.0
2020-10-25 00:00:00.000,457,25836,20201025,00:00,2021-10-07 10:30:51.51,2546146.0,1.023425171,0.0,61.0
2020-10-26 00:00:00.000,457,25955,20201026,00:00,2021-10-07 10:30:51.51,2552264.0,1.025281049,0.0,119.0
2020-10-27 00:00:00.000,460,26043,20201027,00:00,2021-10-07 10:30:51.51,2567587.0,1.023467883,3.0,88.0
2020-10-28 00:00:00.000,461,26146,20201028,00:00,2021-10-07 10:30:51.51,2582960.0,1.021305784,1.0,103.0
2020-10-29 00:00:00.000,462,26271,20201029,00:00,2021-10-07 10:30:51.51,2597978.0,1.021490534,1.0,125.0
2020-10-30 00:00:00.000,463,26384,20201030,00:00,2021-10-07 10:30:51.51,2612231.0,1.020318981,1.0,113.0
2020-10-31 00:00:00.000,464,26511,20201031,00:00,2021-10-07 10:30:51.51,2624492.0,1.020119177,1.0,127.0
2020-11-01 00:00:00.000,466,26635,20201101,00:00,2021-10-07 10:30:51.51,2630630.0,1.02214605,2.0,124.0
2020-11-02 00:00:00.000,468,26732,20201102,00:00,2021-10-07 10:30:51.51,2636650.0,1.023772886,2.0,97.0
2020-11-03 00:00:00.000,472,26807,20201103,00:00,2021-10-07 10:30:51.51,2649859.0,1.021591101,4.0,75.0
2020-11-04 00:00:00.000,474,26924,20201104,00:00,2021-10-07 10:30:51.51,2662259.0,1.020620136,2.0,117.0
2020-11-05 00:00:00.000,475,27049,20201105,00:00,2021-10-07 10:30:51.51,2673705.0,1.021239933,1.0,125.0
2020-11-06 00:00:00.000,476,27194,20201106,00:00,2021-10-07 10:30:51.51,2686313.0,1.02206801,1.0,145.0
2020-11-07 00:00:00.000,477,27283,20201107,00:00,2021-10-07 10:30:51.51,2697248.0,1.021440784,1.0,89.0
2020-11-08 00:00:00.000,478,27426,20201108,00:00,2021-10-07 10:30:51.51,2702879.0,1.024416645,1.0,143.0
2020-11-09 00:00:00.000,480,27552,20201109,00:00,2021-10-07 10:30:51.51,2709198.0,1.02675863,2.0,126.0
2020-11-10 00:00:00.000,485,27652,20201110,00:00,2021-10-07 10:30:51.51,2723959.0,1.025628091,5.0,100.0
2020-11-11 00:00:00.000,487,27797,20201111,00:00,2021-10-07 10:30:51.51,2736532.0,1.026536241,2.0,145.0
2020-11-12 00:00:00.000,487,27940,20201112,00:00,2021-10-07 10:30:51.51,2749770.0,1.027022378,0.0,143.0
2020-11-13 00:00:00.000,488,28131,20201113,00:00,2021-10-07 10:30:51.51,2761409.0,1.029952879,1.0,191.0
2020-11-14 00:00:00.000,492,28336,20201114,00:00,2021-10-07 10:30:51.51,2777287.0,1.033182078,4.0,205.0
2020-11-15 00:00:00.000,493,28544,20201115,00:00,2021-10-07 10:30:51.51,2786876.0,1.037775705,1.0,208.0
2020-11-16 00:00:00.000,494,28766,20201116,00:00,2021-10-07 10:30:51.51,2797689.0,1.042482446,1.0,222.0
2020-11-17 00:00:00.000,494,28996,20201117,00:00,2021-10-07 10:30:51.51,2815753.0,1.045069995,0.0,230.0
2020-11-18 00:00:00.000,496,29281,20201118,00:00,2021-10-07 10:30:51.51,2834332.0,1.048880158,2.0,285.0
2020-11-19 00:00:00.000,498,29606,20201119,00:00,2021-10-07 10:30:51.51,2853795.0,1.05424336,2.0,325.0
2020-11-20 00:00:00.000,501,29954,20201120,00:00,2021-10-07 10:30:51.51,2873380.0,1.060229637,3.0,348.0
2020-11-21 00:00:00.000,503,30340,20201121,00:00,2021-10-07 10:30:51.51,2896683.0,1.066305655,2.0,386.0
2020-11-22 00:00:00.000,505,30670,20201122,00:00,2021-10-07 10:30:51.51,2908827.0,1.074331704,2.0,330.0
2020-11-23 00:00:00.000,509,30941,20201123,00:00,2021-10-07 10:30:51.51,2922072.0,1.079732567,4.0,271.0
2020-11-24 00:00:00.000,510,31290,20201124,00:00,2021-10-07 10:30:51.51,2946336.0,1.083236082,1.0,349.0
2020-11-25 00:00:00.000,513,31672,20201125,00:00,2021-10-07 10:30:51.51,2966342.0,1.088196409,3.0,382.0
2020-11-26 00:00:00.000,515,32253,20201126,00:00,2021-10-07 10:30:51.51,2987982.0,1.099801168,2.0,581.0
2020-11-27 00:00:00.000,516,32808,20201127,00:00,2021-10-07 10:30:51.51,3009499.0,1.111057679,1.0,555.0
2020-11-28 00:00:00.000,522,33311,20201128,00:00,2021-10-07 10:30:51.51,3031940.0,1.120395702,6.0,503.0
2020-11-29 00:00:00.000,523,33761,20201129,00:00,2021-10-07 10:30:51.51,3046908.0,1.131370852,1.0,450.0
2020-11-30 00:00:00.000,526,34199,20201130,00:00,2021-10-07 10:30:51.51,3061170.0,1.140801353,3.0,438.0
2020-12-01 00:00:00.000,526,34650,20201201,00:00,2021-10-07 10:30:51.51,3083995.0,1.147691881,0.0,451.0
2020-12-02 00:00:00.000,526,35161,20201202,00:00,2021-10-07 10:30:51.51,3106968.0,1.155922091,0.0,511.0
2020-12-03 00:00:00.000,529,35701,20201203,00:00,2021-10-07 10:30:51.51,3131884.0,1.164379719,3.0,540.0
2020-12-04 00:00:00.000,536,36329,20201204,00:00,2021-10-07 10:30:51.51,3157407.0,1.174407365,7.0,628.0
2020-12-05 00:00:00.000,540,36906,20201205,00:00,2021-10-07 10:30:51.51,3180487.0,1.185080052,4.0,577.0
2020-12-06 00:00:00.000,545,37537,20201206,00:00,2021-10-07 10:30:51.51,3194858.0,1.200361224,5.0,631.0
2020-12-07 00:00:00.000,549,38152,20201207,00:00,2021-10-07 10:30:51.51,3209367.0,1.214506979,4.0,615.0
2020-12-08 00:00:00.000,552,38739,20201208,00:00,2021-10-07 10:30:51.51,3221316.0,1.231280807,3.0,587.0
2020-12-09 00:00:00.000,556,39409,20201209,00:00,2021-10-07 10:30:51.51,3253219.0,1.238519208,4.0,670.0
2020-12-10 00:00:00.000,564,40089,20201210,00:00,2021-10-07 10:30:51.51,3277946.0,1.250755807,8.0,680.0
2020-12-11 00:00:00.000,572,40778,20201211,00:00,2021-10-07 10:30:51.51,3311211.0,1.261101282,8.0,689.0
2020-12-12 00:00:00.000,578,41728,20201212,00:00,2021-10-07 10:30:51.51,3349862.0,1.278776141,6.0,950.0
2020-12-13 00:00:00.000,580,42758,20201213,00:00,2021-10-07 10:30:51.51,3374593.0,1.301825015,2.0,1030.0
2020-12-14 00:00:00.000,587,43476,20201214,00:00,2021-10-07 10:30:51.51,3397037.0,1.314351878,7.0,718.0
2020-12-15 00:00:00.000,600,44356,20201215,00:00,2021-10-07 10:30:51.51,3441218.0,1.324951572,13.0,880.0
2020-12-16 00:00:00.000,612,45434,20201216,00:00,2021-10-07 10:30:51.51,3488767.0,1.338663158,12.0,1078.0
2020-12-17 00:00:00.000,634,46448,20201217,00:00,2021-10-07 10:30:51.51,3538838.0,1.350397432,22.0,1014.0
2020-12-18 00:00:00.000,645,47512,20201218,00:00,2021-10-07 10:30:51.51,3589795.0,1.365610315,11.0,1064.0
2020-12-19 00:00:00.000,659,48557,20201219,00:00,2021-10-07 10:30:51.51,3646245.0,1.379455525,14.0,1045.0
2020-12-20 00:00:00.000,674,49653,20201220,00:00,2021-10-07 10:30:51.51,3683091.0,1.401195841,15.0,1096.0
2020-12-21 00:00:00.000,698,50577,20201221,00:00,2021-10-07 10:30:51.51,3713856.0,1.417748074,24.0,924.0
2020-12-22 00:00:00.000,722,51443,20201222,00:00,2021-10-07 10:30:51.51,3772425.0,1.420568769,24.0,866.0
2020-12-23 00:00:00.000,739,52533,20201223,00:00,2021-10-07 10:30:51.51,3826565.0,1.430070212,17.0,1090.0
2020-12-24 00:00:00.000,756,53518,20201224,00:00,2021-10-07 10:30:51.51,3882205.0,1.434156057,17.0,985.0
2020-12-25 00:00:00.000,773,54758,20201225,00:00,2021-10-07 10:30:51.51,3939352.0,1.447642776,17.0,1240.0
2020-12-26 00:00:00.000,793,55889,20201226,00:00,2021-10-07 10:30:51.51,3969409.0,1.465980589,20.0,1131.0
2020-12-27 00:00:00.000,808,56859,20201227,00:00,2021-10-07 10:30:51.51,4006406.0,1.48092295,15.0,970.0
2020-12-28 00:00:00.000,819,57665,20201228,00:00,2021-10-07 10:30:51.51,4038300.0,1.490659499,11.0,806.0
2020-12-29 00:00:00.000,859,58709,20201229,00:00,2021-10-07 10:30:51.51,4098173.0,1.494928589,40.0,1044.0
2020-12-30 00:00:00.000,879,59759,20201230,00:00,2021-10-07 10:30:51.51,4159516.0,1.498566232,20.0,1050.0
2020-12-31 00:00:00.000,900,60726,20201231,00:00,2021-10-07 10:30:51.51,4213874.0,1.501804361,21.0,967.0
2021-01-01 00:00:00.000,917,61753,20210101,00:00,2021-10-07 10:30:51.51,4269312.0,1.508973374,17.0,1027.0
2021-01-02 00:00:00.000,942,62573,20210102,00:00,2021-10-07 10:30:51.51,4302792.0,1.517507982,25.0,820.0
2021-01-03 00:00:00.000,962,63230,20210103,00:00,2021-10-07 10:30:51.51,4340832.0,1.522015425,20.0,657.0
2021-01-04 00:00:00.000,981,64250,20210104,00:00,2021-10-07 10:30:51.51,4376602.0,1.534925834,19.0,1020.0
2021-01-05 00:00:00.000,1007,64964,20210105,00:00,2021-10-07 10:30:51.51,4439354.0,1.530147779,26.0,714.0
2021-01-06 00:00:00.000,1027,65802,20210106,00:00,2021-10-07 10:30:51.51,4504860.0,1.525745123,20.0,838.0
2021-01-07 00:00:00.000,1046,66671,20210107,00:00,2021-10-07 10:30:51.51,4569802.0,1.522850408,19.0,869.0
2021-01-08 00:00:00.000,1081,67345,20210108,00:00,2021-10-07 10:30:51.51,4629998.0,1.516934389,35.0,674.0
2021-01-09 00:00:00.000,1100,67986,20210109,00:00,2021-10-07 10:30:51.51,4689610.0,1.509563165,19.0,641.0
2021-01-10 00:00:00.000,1125,68643,20210110,00:00,2021-10-07 10:30:51.51,4723457.0,1.5146283,25.0,657.0
2021-01-11 00:00:00.000,1140,69094,20210111,00:00,2021-10-07 10:30:51.51,4751679.0,1.514582908,15.0,451.0
2021-01-12 00:00:00.000,1165,69631,20210112,00:00,2021-10-07 10:30:51.51,4814079.0,1.504783882,25.0,537.0
2021-01-13 00:00:00.000,1185,70192,20210113,00:00,2021-10-07 10:30:51.51,4872306.0,1.496825175,20.0,561.0
2021-01-14 00:00:00.000,1195,70716,20210114,00:00,2021-10-07 10:30:51.51,4925353.0,1.487001355,10.0,524.0
2021-01-15 00:00:00.000,1217,71228,20210115,00:00,2021-10-07 10:30:51.51,4978068.0,1.479065025,22.0,512.0
2021-01-16 00:00:00.000,1236,71808,20210116,00:00,2021-10-07 10:30:51.51,5032264.0,1.472493784,19.0,580.0
2021-01-17 00:00:00.000,1249,72328,20210117,00:00,2021-10-07 10:30:51.51,5061284.0,1.475509797,13.0,520.0
2021-01-18 00:00:00.000,1264,72717,20210118,00:00,2021-10-07 10:30:51.51,5087214.0,1.475235531,15.0,389.0
2021-01-19 00:00:00.000,1283,73103,20210119,00:00,2021-10-07 10:30:51.51,5140320.0,1.466172614,19.0,386.0
2021-01-20 00:00:00.000,1300,73507,20210120,00:00,2021-10-07 10:30:51.51,5192124.0,1.457320534,17.0,404.0
2021-01-21 00:00:00.000,1316,73907,20210121,00:00,2021-10-07 10:30:51.51,5237602.0,1.45014296,16.0,400.0
2021-01-22 00:00:00.000,1328,74253,20210122,00:00,2021-10-07 10:30:51.51,5282220.0,1.442061196,12.0,346.0
2021-01-23 00:00:00.000,1337,74684,20210123,00:00,2021-10-07 10:30:51.51,5329704.0,1.438145992,9.0,431.0
2021-01-24 00:00:00.000,1349,75076,20210124,00:00,2021-10-07 10:30:51.51,5354346.0,1.438628623,12.0,392.0
2021-01-25 00:00:00.000,1360,75513,20210125,00:00,2021-10-07 10:30:51.51,5376083.0,1.440666034,11.0,437.0
2021-01-26 00:00:00.000,1371,75862,20210126,00:00,2021-10-07 10:30:51.51,5422760.0,1.435655706,11.0,349.0
2021-01-27 00:00:00.000,1378,76421,20210127,00:00,2021-10-07 10:30:51.51,5469244.0,1.433570126,7.0,559.0
2021-01-28 00:00:00.000,1386,76918,20210128,00:00,2021-10-07 10:30:51.51,5522186.0,1.428968994,8.0,497.0
2021-01-29 00:00:00.000,1399,77387,20210129,00:00,2021-10-07 10:30:51.51,5569261.0,1.426092065,13.0,469.0
2021-01-30 00:00:00.000,1414,77843,20210130,00:00,2021-10-07 10:30:51.51,5616527.0,1.422899166,15.0,456.0
2021-01-31 00:00:00.000,1420,78197,20210131,00:00,2021-10-07 10:30:51.51,5640817.0,1.424024729,6.0,354.0
2021-02-01 00:00:00.000,1425,78502,20210201,00:00,2021-10-07 10:30:51.51,5661841.0,1.424102272,5.0,305.0
2021-02-02 00:00:00.000,1435,78838,20210202,00:00,2021-10-07 10:30:51.51,5711412.0,1.418677606,10.0,336.0
2021-02-03 00:00:00.000,1441,79305,20210203,00:00,2021-10-07 10:30:51.51,5756713.0,1.411657527,6.0,467.0
2021-02-04 00:00:00.000,1448,79756,20210204,00:00,2021-10-07 10:30:51.51,5803094.0,1.403523344,7.0,451.0
2021-02-05 00:00:00.000,1459,80126,20210205,00:00,2021-10-07 10:30:51.51,5847177.0,1.395991442,11.0,370.0
2021-02-06 00:00:00.000,1464,80516,20210206,00:00,2021-10-07 10:30:51.51,5893352.0,1.389242841,5.0,390.0
2021-02-07 00:00:00.000,1471,80887,20210207,00:00,2021-10-07 10:30:51.51,5916974.0,1.388326537,7.0,371.0
2021-02-08 00:00:00.000,1474,81175,20210208,00:00,2021-10-07 10:30:51.51,5938195.0,1.386812206,3.0,288.0
2021-02-09 00:00:00.000,1482,81478,20210209,00:00,2021-10-07 10:30:51.51,5987404.0,1.379866528,8.0,303.0
2021-02-10 00:00:00.000,1486,81922,20210210,00:00,2021-10-07 10:30:51.51,6030022.0,1.376852832,4.0,444.0
2021-02-11 00:00:00.000,1496,82426,20210211,00:00,2021-10-07 10:30:51.51,6070007.0,1.376429369,10.0,504.0
2021-02-12 00:00:00.000,1507,82829,20210212,00:00,2021-10-07 10:30:51.51,6093368.0,1.377611702,11.0,403.0
2021-02-13 00:00:00.000,1514,83191,20210213,00:00,2021-10-07 10:30:51.51,6115336.0,1.376175852,7.0,362.0
2021-02-14 00:00:00.000,1522,83517,20210214,00:00,2021-10-07 10:30:51.51,6140085.0,1.377739762,8.0,326.0
2021-02-15 00:00:00.000,1527,83860,20210215,00:00,2021-10-07 10:30:51.51,6162859.0,1.378661134,5.0,343.0
2021-02-16 00:00:00.000,1534,84317,20210216,00:00,2021-10-07 10:30:51.51,6213489.0,1.374003682,7.0,457.0
2021-02-17 00:00:00.000,1538,84938,20210217,00:00,2021-10-07 10:30:51.51,6260566.0,1.372589831,4.0,621.0
2021-02-18 00:00:00.000,1544,85559,20210218,00:00,2021-10-07 10:30:51.51,6303213.0,1.372789348,6.0,621.0
2021-02-19 00:00:00.000,1550,86120,20210219,00:00,2021-10-07 10:30:51.51,6345991.0,1.372457619,6.0,561.0
2021-02-20 00:00:00.000,1553,86568,20210220,00:00,2021-10-07 10:30:51.51,6390630.0,1.37094142,3.0,448.0
2021-02-21 00:00:00.000,1557,86984,20210221,00:00,2021-10-07 10:30:51.51,6411339.0,1.372424003,4.0,416.0
2021-02-22 00:00:00.000,1562,87316,20210222,00:00,2021-10-07 10:30:51.51,6429143.0,1.373609691,5.0,332.0
2021-02-23 00:00:00.000,1573,87672,20210223,00:00,2021-10-07 10:30:51.51,6472678.0,1.370171942,11.0,356.0
2021-02-24 00:00:00.000,1576,88112,20210224,00:00,2021-10-07 10:30:51.51,6510987.0,1.369049312,3.0,440.0
2021-02-25 00:00:00.000,1581,88507,20210225,00:00,2021-10-07 10:30:51.51,6551213.0,1.365313386,5.0,395.0
2021-02-26 00:00:00.000,1585,88894,20210226,00:00,2021-10-07 10:30:51.51,6590065.0,1.363170117,4.0,387.0
2021-02-27 00:00:00.000,1595,89309,20210227,00:00,2021-10-07 10:30:51.51,6627214.0,1.361786154,10.0,415.0
2021-02-28 00:00:00.000,1603,89664,20210228,00:00,2021-10-07 10:30:51.51,6649005.0,1.363479598,8.0,355.0
2021-03-01 00:00:00.000,1605,90019,20210301,00:00,2021-10-07 10:30:51.51,6665754.0,1.365577626,2.0,355.0
2021-03-02 00:00:00.000,1606,90363,20210302,00:00,2021-10-07 10:30:51.51,6681975.0,1.367366453,1.0,344.0
2021-03-03 00:00:00.000,1612,90807,20210303,00:00,2021-10-07 10:30:51.51,6716202.0,1.365450011,6.0,444.0
2021-03-04 00:00:00.000,1619,91231,20210304,00:00,2021-10-07 10:30:51.51,6751899.0,1.363323226,7.0,424.0
2021-03-05 00:00:00.000,1627,91629,20210305,00:00,2021-10-07 10:30:51.51,6789010.0,1.362451625,8.0,398.0
2021-03-06 00:00:00.000,1632,92047,20210306,00:00,2021-10-07 10:30:51.51,6821942.0,1.362292728,5.0,418.0
2021-03-07 00:00:00.000,1634,92463,20210307,00:00,2021-10-07 10:30:51.51,6843125.0,1.364419324,2.0,416.0
2021-03-08 00:00:00.000,1642,92809,20210308,00:00,2021-10-07 10:30:51.51,6861808.0,1.365960332,8.0,346.0
2021-03-09 00:00:00.000,1645,93255,20210309,00:00,2021-10-07 10:30:51.51,6902983.0,1.364877361,3.0,446.0
2021-03-10 00:00:00.000,1648,93725,20210310,00:00,2021-10-07 10:30:51.51,6938883.0,1.364541999,3.0,470.0
2021-03-11 00:00:00.000,1652,94190,20210311,00:00,2021-10-07 10:30:51.51,6976984.0,1.363346349,4.0,465.0
2021-03-12 00:00:00.000,1662,94678,20210312,00:00,2021-10-07 10:30:51.51,7012663.0,1.363465187,10.0,488.0
2021-03-13 00:00:00.000,1667,95168,20210313,00:00,2021-10-07 10:30:51.51,7046781.0,1.36365193,5.0,490.0
2021-03-14 00:00:00.000,1669,95627,20210314,00:00,2021-10-07 10:30:51.51,7066400.0,1.366772257,2.0,459.0
2021-03-15 00:00:00.000,1675,96006,20210315,00:00,2021-10-07 10:30:51.51,7084939.0,1.368903786,6.0,379.0
2021-03-16 00:00:00.000,1678,96369,20210316,00:00,2021-10-07 10:30:51.51,7126076.0,1.367317856,3.0,363.0
2021-03-17 00:00:00.000,1686,96838,20210317,00:00,2021-10-07 10:30:51.51,7171509.0,1.366215546,8.0,469.0
2021-03-18 00:00:00.000,1688,97283,20210318,00:00,2021-10-07 10:30:51.51,7218086.0,1.364731094,2.0,445.0
2021-03-19 00:00:00.000,1690,97746,20210319,00:00,2021-10-07 10:30:51.51,7264940.0,1.362010055,2.0,463.0
2021-03-20 00:00:00.000,1693,98193,20210320,00:00,2021-10-07 10:30:51.51,7308949.0,1.36078075,3.0,447.0
2021-03-21 00:00:00.000,1696,98649,20210321,00:00,2021-10-07 10:30:51.51,7332713.0,1.363609032,3.0,456.0
2021-03-22 00:00:00.000,1697,99064,20210322,00:00,2021-10-07 10:30:51.51,7355963.0,1.365866653,1.0,415.0
2021-03-23 00:00:00.000,1704,99410,20210323,00:00,2021-10-07 10:30:51.51,7400989.0,1.361628431,7.0,346.0
2021-03-24 00:00:00.000,1707,99838,20210324,00:00,2021-10-07 10:30:51.51,7441209.0,1.358916428,3.0,428.0
2021-03-25 00:00:00.000,1709,100268,20210325,00:00,2021-10-07 10:30:51.51,7485858.0,1.355178997,2.0,430.0
2021-03-26 00:00:00.000,1716,100757,20210326,00:00,2021-10-07 10:30:51.51,7529401.0,1.35208143,7.0,489.0
2021-03-27 00:00:00.000,1721,101262,20210327,00:00,2021-10-07 10:30:51.51,7572566.0,1.350629659,5.0,505.0
2021-03-28 00:00:00.000,1722,101744,20210328,00:00,2021-10-07 10:30:51.51,7595594.0,1.353520672,1.0,482.0
2021-03-29 00:00:00.000,1726,102126,20210329,00:00,2021-10-07 10:30:51.51,7616328.0,1.354925246,4.0,382.0
2021-03-30 00:00:00.000,1729,102573,20210330,00:00,2021-10-07 10:30:51.51,7663997.0,1.352211626,3.0,447.0
2021-03-31 00:00:00.000,1731,103079,20210331,00:00,2021-10-07 10:30:51.51,7707798.0,1.349820651,2.0,506.0
2021-04-01 00:00:00.000,1735,103630,20210401,00:00,2021-10-07 10:30:51.51,7747301.0,1.349060526,4.0,551.0
2021-04-02 00:00:00.000,1737,104187,20210402,00:00,2021-10-07 10:30:51.51,7788293.0,1.350002546,2.0,557.0
2021-04-03 00:00:00.000,1740,104730,20210403,00:00,2021-10-07 10:30:51.51,7829599.0,1.350603555,3.0,543.0
2021-04-04 00:00:00.000,1744,105273,20210404,00:00,2021-10-07 10:30:51.51,7849474.0,1.354921538,4.0,543.0
2021-04-05 00:00:00.000,1748,105746,20210405,00:00,2021-10-07 10:30:51.51,7868818.0,1.35775092,4.0,473.0
2021-04-06 00:00:00.000,1752,106223,20210406,00:00,2021-10-07 10:30:51.51,7921288.0,1.354516686,4.0,477.0
2021-04-07 00:00:00.000,1756,106891,20210407,00:00,2021-10-07 10:30:51.51,7966165.0,1.354504067,4.0,668.0
2021-04-08 00:00:00.000,1758,107591,20210408,00:00,2021-10-07 10:30:51.51,8012419.0,1.356002483,2.0,700.0
2021-04-09 00:00:00.000,1764,108262,20210409,00:00,2021-10-07 10:30:51.51,8059111.0,1.357143027,6.0,671.0
2021-04-10 00:00:00.000,1765,108939,20210410,00:00,2021-10-07 10:30:51.51,8106628.0,1.358915373,1.0,677.0
2021-04-11 00:00:00.000,1768,109553,20210411,00:00,2021-10-07 10:30:51.51,8129530.0,1.363002809,3.0,614.0
2021-04-12 00:00:00.000,1770,110140,20210412,00:00,2021-10-07 10:30:51.51,8152781.0,1.366919627,2.0,587.0
2021-04-13 00:00:00.000,1775,110682,20210413,00:00,2021-10-07 10:30:51.51,8200517.0,1.36392993,5.0,542.0
2021-04-14 00:00:00.000,1782,111413,20210414,00:00,2021-10-07 10:30:51.51,8245386.0,1.363557535,7.0,731.0
2021-04-15 00:00:00.000,1788,112111,20210415,00:00,2021-10-07 10:30:51.51,8291124.0,1.363730967,6.0,698.0
2021-04-16 00:00:00.000,1790,112784,20210416,00:00,2021-10-07 10:30:51.51,8333331.0,1.365019181,2.0,673.0
2021-04-17 00:00:00.000,1794,113442,20210417,00:00,2021-10-07 10:30:51.51,8377778.0,1.365662265,4.0,658.0
2021-04-18 00:00:00.000,1797,114113,20210418,00:00,2021-10-07 10:30:51.51,8396065.0,1.37091215,3.0,671.0
2021-04-19 00:00:00.000,1801,114645,20210419,00:00,2021-10-07 10:30:51.51,8414820.0,1.373971918,4.0,532.0
